cpb,titulo,titulo_norm,pontuacao_total,n_festivais,lista_festivais,fonte,Oscar,Cannes,Berlim,Veneza,Sundance,Locarno,TIFF,San Seb.,Rotterdam,Annecy,Outros Intl,Havana,NYFF,BFI London,BAFTA,Globo de Ouro,Brasília,Gramado,Fest.Rio,Mostra SP
B1600532000000,SUPER ORQUESTRA ARCOVERDENSE DE RITMOS AMERICANOS,super orquestra arcoverdense de ritmos americanos,10.0,4,Festival do Rio | Forumdoc.bh - Festival do Filme Documentário e Etnográfico | Mostra do Filme Livre | Panorama Internacional Coisa de Cinema,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2100536000000,TROMBA TREM - O FILME,tromba trem - o filme,10.0,3,Academia Brasileira de Cinema [Grande Prêmio do Cinema Brasileiro] | Festival de Cinema de Shangai | Festival Internacional do Novo Cinema Latino-americano (Festival de Havana),"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1900231600000,ONTEM HAVIA COISAS ESTRANHAS NO CÉU,ontem havia coisas estranhas no ceu,10.0,4,Cinéma du Réel | Festival Internacional de Turim | FID Marseille (ex-Festival Internacional de Documentários de Marselha) | Mostra de Cinema de Tiradentes (Minas Gerais),"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2100496300000,TURMA DA MÔNICA: LIÇÕES,turma da monica: licoes,10.0,2,Academia Brasileira de Cinema [Grande Prêmio do Cinema Brasileiro] | Festival do Rio,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1900050800000,POETAS DO CÉU,poetas do ceu,10.0,3,Festival do Rio | Festival Internacional de Cinema de Guadalajara | Mostra Internacional de Cinema de São Paulo,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2100315800000,VENTO NA FRONTEIRA,vento na fronteira,10.0,4,Docs MX - Festival Internacional de Documentário da Cidade do México | É Tudo Verdade | Festival Internacional de Cinema de Durban | Festival Internacional de Documentários Hot Docs,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1900249300000,BLOQUEIO,bloqueio,10.0,5,Festival de Brasília | Forumdoc.bh - Festival do Filme Documentário e Etnográfico | Janela Internacional do Cinema | Olhar de Cinema - Festival Internacional de Curitiba | Sheffield Doc Fest,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1700260300000,O BANQUETE,o banquete,10.0,3,Academia Brasileira de Cinema [Grande Prêmio do Cinema Brasileiro] | Festival de Gramado | Festival Internacional de Cinema de Punta Del Este,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2000325100000,DENTRO DA MINHA PELE,dentro da minha pele,10.0,3,Academia Brasileira de Cinema [Grande Prêmio do Cinema Brasileiro] | É Tudo Verdade | Festival Internacional de Cine Político,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1900347800000,PIEDADE,piedade,10.0,3,Academia Brasileira de Cinema [Grande Prêmio do Cinema Brasileiro] | Festival de Brasília | Festival do Rio,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1700548300000,ALGUMA COISA ASSIM,alguma coisa assim,9.5,3,Festival do Rio | Festival Internacional de Cinema de Guadalajara | Mix Brasil,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1600585400000,A GLÓRIA E A GRAÇA,a gloria e a graca,9.5,3,Academia Brasileira de Cinema [Grande Prêmio do Cinema Brasileiro] | Festival de Cinema Brasileiro de Miami | Mostra Internacional de Cinema de São Paulo,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2200065900000,SOL,sol,9.0,4,FESTIN Lisboa | Festival de Cinema Brasileiro de Miami | Festival do Rio | Mostra Internacional de Cinema de São Paulo,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2000346300000,PAIXÕES RECORRENTES,paixoes recorrentes,9.0,5,Academia Brasileira de Cinema [Grande Prêmio do Cinema Brasileiro] | DOCLISBOA - Festival Internatcional de Cinema | Festival Internacional de Cinema de Roterdã | FICUNAM | Mostra Internacional de Cinema de São Paulo,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1600036800000,ZOOM,zoom,9.0,3,Festival do Rio | Festival Internacional de Cinema de Toronto | Mostra Internacional de Cinema de São Paulo,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2200243000000,SINFONIA DE UM HOMEM COMUM,sinfonia de um homem comum,8.5,4,É Tudo Verdade | Festival de Cinema Brésilien de Paris | Festival Internacional de Documentários Hot Docs | IDFA - Festival Internacional de Documentários de Amsterdam,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1900447800000,M8,m8,8.0,2,Academia Brasileira de Cinema [Grande Prêmio do Cinema Brasileiro] | Festival do Rio,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1700255500000,AQUALOUCOS,aqualoucos,8.0,2,Festival Internacional de Cinema de Guadalajara | Mostra Internacional de Cinema de São Paulo,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1700178100000,QUEM É PRIMAVERA DAS NEVES,quem e primavera das neves,8.0,2,Academia Brasileira de Cinema [Grande Prêmio do Cinema Brasileiro] | É Tudo Verdade,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1800491800000,LEGALIDADE,legalidade,8.0,4,Chicago Latino Film Festival | FESTIN Lisboa | Festival de Gramado | Festival Guarnicê de Cinema,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1800561400000,DETETIVES DO PRÉDIO AZUL 2 - O MISTÉRIO ITALIANO,detetives do predio azul 2 - o misterio italiano,8.0,1,Academia Brasileira de Cinema [Grande Prêmio do Cinema Brasileiro],"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1900332300000,RIO DE VOZES,rio de vozes,8.0,5,ATLANTIDOC - Festival Internacional de Cinema Documentário | Cine Ceará | Encontros de Cinema da Amércia Latina de Toulouse | Festival de Cinema Brésilien de Paris | Panorama Internacional Coisa de Cinema,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1900468100000,VERLUST,verlust,8.0,2,Academia Brasileira de Cinema [Grande Prêmio do Cinema Brasileiro] | Mostra Internacional de Cinema de São Paulo,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1600564100000,VERMELHO RUSSO,vermelho russo,8.0,2,Festival do Rio | Mostra Internacional de Cinema de São Paulo,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2000151700000,CONTACTADO,contactado,8.0,2,Festival de Cinema de Tribeca (Nova York) | Mostra Internacional de Cinema de São Paulo,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1800126800000,SEQUESTRO RELÂMPAGO,sequestro relampago,8.0,3,Festival do Rio | Festival Internacional do Novo Cinema Latino-americano (Festival de Havana) | Mostra Internacional de Cinema de São Paulo,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1700584300000,O BEIJO NO ASFALTO,o beijo no asfalto,7.5,4,Academia Brasileira de Cinema [Grande Prêmio do Cinema Brasileiro] | Festival de Cinema Brasileiro de Miami | Festival Internacional de Cinema de Punta Del Este | Mostra Internacional de Cinema de São Paulo,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2100408100000,O LIVRO DOS PRAZERES,o livro dos prazeres,7.0,3,Festival de Cinema de Vitória | Festival do Rio | Vancouver International Film Festival,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1700332400000,QUERIDA MAMÃE,querida mamae,7.0,3,Chicago Latino Film Festival | FESTIN Lisboa | Mostra Internacional de Cinema de São Paulo,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2200080600000,O PAI DA RITA,o pai da rita,7.0,4,Festival de Cinema Brésilien de Paris | Festival do Rio | Festival du Film Brésilien de Montreal | Mostra Internacional de Cinema de São Paulo,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1700490400000,DIANTE DOS MEUS OLHOS,diante dos meus olhos,6.5,5,"Encontro de Cinema Negro Zózimo Bulbul: Brasil, África, Caribe & Outras Diásporas | Festival de Cinema de Vitória | Festival Internacional de Cinema do Uruguai | Forumdoc.bh - Festival do Filme Documentário e Etnográfico | Olhar de Cinema - Festival Internacional de Curitiba","Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2100487400000,TRANSVERSAIS,transversais,6.5,3,Cine Ceará | Festival Mix Brasil de Cultura da Diversidade | Mostra Internacional de Cinema de São Paulo,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2200198800000,QUEM TEM MEDO?,quem tem medo?,6.5,5,DOCLISBOA - Festival Internatcional de Cinema | Docs MX - Festival Internacional de Documentário da Cidade do México | É Tudo Verdade | Festival de Cinema Brésilien de Paris | Festival Internacional do Novo Cinema Latino-americano (Festival de Havana),"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2100424200000,"LUTAR, LUTAR, LUTAR","lutar, lutar, lutar",6.0,3,Festival Internacional de Cinema de Roterdã | Festival Trois Continents (Nantes) | Mostra de Cinema de Tiradentes (Minas Gerais),"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2000008400000,ENCARCERADOS,encarcerados,6.0,2,Festival do Rio | Mostra Internacional de Cinema de São Paulo,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1900180000000,BOCA DE OURO,boca de ouro,6.0,2,Festival de Brasília | Festival do Rio,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2000066500000,FIM DE FESTA,fim de festa,6.0,2,Academia Brasileira de Cinema [Grande Prêmio do Cinema Brasileiro] | Festival Internacional do Novo Cinema Latino-americano (Festival de Havana),"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1900253800000,RELATOS DO FRONT,relatos do front,6.0,2,CPH:DOX - Festival Internacional de Cinema Documentário de Copenhagen | Mostra Internacional de Cinema de São Paulo,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2200073000000,DEUS TEM AIDS,deus tem aids,6.0,5,Forumdoc.bh - Festival do Filme Documentário e Etnográfico | IDFA - Festival Internacional de Documentários de Amsterdam | Mix Brasil | Olhar de Cinema - Festival Internacional de Curitiba | Panorama Internacional Coisa de Cinema,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1700347600000,MALASARTES E O DUELO COM A MORTE,malasartes e o duelo com a morte,6.0,2,Academia Brasileira de Cinema [Grande Prêmio do Cinema Brasileiro] | Cine Ceará,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1900409100000,CARLINHOS E CARLÃO,carlinhos e carlao,6.0,2,Academia Brasileira de Cinema [Grande Prêmio do Cinema Brasileiro] | Festival do Rio,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1600677900000,LESTE OESTE,leste oeste,6.0,2,Cine PE - Fetival Audiovisual do Recife | Mostra Internacional de Cinema de São Paulo,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1700466900000,ENTRE IRMÃS,entre irmas,6.0,2,Academia Brasileira de Cinema [Grande Prêmio do Cinema Brasileiro] | Festival do Rio,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1900035900000,SOLDADO ESTRANGEIRO,soldado estrangeiro,6.0,2,Docs MX - Festival Internacional de Documentário da Cidade do México | É Tudo Verdade,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1800097300000,MEIO IRMÃO,meio irmao,5.5,2,Festival Internacional de Cinema da Fronteira | Mostra Internacional de Cinema de São Paulo,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2100445800000,MAR DE DENTRO,mar de dentro,5.5,2,Cine Las Americas International Film Festival | Mostra Internacional de Cinema de São Paulo,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1600439300000,A COMÉDIA DIVINA,a comedia divina,5.5,3,FANTASPORTO - Festival Internacional de Cinema do Porto | Festival de Cinema Brasileiro de Miami | Festival do Rio,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2000319500000,NHEENGATU,nheengatu,5.5,4,DOCLISBOA - Festival Internatcional de Cinema | Festival du Film Brésilien de Montreal | Festival Internacional do Novo Cinema Latino-americano (Festival de Havana) | Mostra Internacional de Cinema de São Paulo,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1600639200000,UM CASAMENTO,um casamento,5.5,2,Mostra Internacional de Cinema de São Paulo | Panorama Internacional Coisa de Cinema,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1900536300000,FLORES DO CÁRCERE,flores do carcere,5.5,2,FESTIN Lisboa | Mostra Internacional de Cinema de São Paulo,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2200285200000,BEM-VINDA A QUIXERAMOBIM,bem-vinda a quixeramobim,5.5,2,Academia Brasileira de Cinema [Grande Prêmio do Cinema Brasileiro] | Festival de Cinema Brasileiro de Miami,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1600737300000,BYE BYE JAQUELINE,bye bye jaqueline,5.5,2,FESTIN Lisboa | Festival Internacional de Cinema de Durban,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1800187200000,RAIVA,raiva,5.0,3,Festival do Rio | Festival Internacional de Cinema de Munique (Filmfest München) | INDIELISBOA - Festival Internacional de Cinema Independente,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1800428900000,NÓIS POR NÓIS,nois por nois,5.0,2,Festival do Rio | Mostra de Cinema de Tiradentes (Minas Gerais),"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1800269200000,MULHERES ALTERADAS,mulheres alteradas,5.0,2,Academia Brasileira de Cinema [Grande Prêmio do Cinema Brasileiro] | Cine PE - Fetival Audiovisual do Recife,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1700244500000,DIVÓRCIO,divorcio,4.5,2,Academia Brasileira de Cinema [Grande Prêmio do Cinema Brasileiro] | Festival de Cinema Brasileiro de Miami,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2100458300000,AS VERDADES,as verdades,4.5,2,Chicago Latino Film Festival | Mostra Internacional de Cinema de São Paulo,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2100120000000,PEDRO E INÊS,pedro e ines,4.5,3,Festival do Rio | Festival Internacional de Cinema da Fronteira | Mostra Internacional de Cinema de São Paulo,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1900108800000,OS JOVENS BAUMANN,os jovens baumann,4.5,3,Festival de Brasília | INDIELISBOA - Festival Internacional de Cinema Independente | Panorama Internacional Coisa de Cinema,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1700052000000,FILHOS DE BACH,filhos de bach,4.5,3,Festival do Rio | Festival Internacional do Novo Cinema Latino-americano (Festival de Havana) | Mostra de Cinema de Ouro Preto – CineOP,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2000488900000,10 HORAS PARA O NATAL,10 horas para o natal,4.0,1,Academia Brasileira de Cinema [Grande Prêmio do Cinema Brasileiro],"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1700339700000,HISTORIETAS ASSOMBRADAS - O FILME,historietas assombradas - o filme,4.0,1,Festival do Rio,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2100282100000,A PRIMEIRA MORTE DE JOANA,a primeira morte de joana,4.0,1,Festival de Gramado,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1900157600000,KARDEC,kardec,4.0,1,Academia Brasileira de Cinema [Grande Prêmio do Cinema Brasileiro],"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2100072000000,LIBELU - ABAIXO A DITADURA,libelu - abaixo a ditadura,4.0,1,É Tudo Verdade,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1800449100000,INTIMIDADE ENTRE ESTRANHOS,intimidade entre estranhos,4.0,2,Festival do Rio | Mostra Internacional de Cinema de São Paulo,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2200048000000,ALEMÃO 2,alemao 2,4.0,1,Academia Brasileira de Cinema [Grande Prêmio do Cinema Brasileiro],"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2200421500000,O AMOR DÁ VOLTAS,o amor da voltas,4.0,1,Mostra Internacional de Cinema de São Paulo,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1700170200000,MAL NOSSO,mal nosso,4.0,1,Sitges - Festival Internacional de Cinema Fantástico da Catalunha,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1900576900000,MINHA MÃE É UMA PEÇA 3,minha mae e uma peca 3,4.0,1,Academia Brasileira de Cinema [Grande Prêmio do Cinema Brasileiro],"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1900148000000,CORA,cora,4.0,1,Festival do Rio,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2100278800000,UM CASAL INSEPARÁVEL,um casal inseparavel,4.0,1,Academia Brasileira de Cinema [Grande Prêmio do Cinema Brasileiro],"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2100018500000,DETETIVES DO PRÉDIO AZUL 3 - UMA AVENTURA NO FIM DO MUNDO,detetives do predio azul 3 - uma aventura no fim do mundo,4.0,1,Academia Brasileira de Cinema [Grande Prêmio do Cinema Brasileiro],"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2000523200000,A MESMA PARTE DE UM HOMEM,a mesma parte de um homem,4.0,2,Festival de Cinema de Vitória | Mostra de Cinema de Tiradentes (Minas Gerais),"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1800380700000,10 SEGUNDOS PARA VENCER,10 segundos para vencer,4.0,1,Festival de Gramado,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2100277700000,LA TEORIA DE LOS VIDRIOS ROTOS,la teoria de los vidrios rotos,4.0,1,Festival de Gramado,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1800440700000,O BARCO,o barco,4.0,2,Cine Ceará | Mostra Internacional de Cinema de São Paulo,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1800397100000,O DOUTRINADOR - O FILME,o doutrinador - o filme,4.0,1,Academia Brasileira de Cinema [Grande Prêmio do Cinema Brasileiro],"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2000044900000,PARA ONDE VOAM AS FEITICEIRAS,para onde voam as feiticeiras,3.5,2,Festival do Rio | Festival Mix Brasil de Cultura da Diversidade,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1900189800000,EMPATE,empate,3.5,3,FestCine Amazônia | Festival Internacional de Cinema de Valdivia | Mostra de Cinema de Tiradentes (Minas Gerais),"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1700590500000,PAULISTAS,paulistas,3.0,2,Festival Internacional de Documentários e Animação de Leipzig | Olhar de Cinema - Festival Internacional de Curitiba,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1900583000000,SERIAL KELLY,serial kelly,3.0,2,Festival de Cinema de Vitória | Festival de Cinema e Cultura da América Latina de Biarritz,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1700123200000,EXODUS - DE ONDE VIM NÃO EXISTE MAIS,exodus - de onde vim nao existe mais,2.0,1,Mostra Internacional de Cinema de São Paulo,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1800215300000,UMA VIAGEM INESPERADA,uma viagem inesperada,2.0,1,Mostra Internacional de Cinema de São Paulo,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
